"Library Name" "Address" "City" "State" "ZIP Code" "Latitude" "Longitude"
"Lake George Branch Library" "box 3" "Lake George" "CO" "" -105.3574943 38.9797141
"Belmar Library" "555 South Allison Parkway" "Lakewood" "CO" "" -105.083808 39.706291
"Jefferson County Public Library" "10200 W 20th Ave" "Lakewood" "CO" "80215" -105.1132838 39.7470416
"Lakewood Library" "10200 West 20th Avenue" "Lakewood" "CO" "" -105.1132838 39.7470416
"Lamar Public Library" "102 East Parmenter St" "Lamar" "CO" "81052" -102.6182806 38.0846384
"Bent County Library District" "306 Fifth Street" "Las Animas" "CO" "" -103.2205415 38.0677811
"Las Animas-Bent County Library District" "306 5th Street" "Las Animas" "CO" "81054" -103.2205415 38.0677811
"Lake County Public Library" "1115 Harrison Ave" "Leadville" "CO" "80461" -106.2935048 39.2528134
"Limon Memorial Library" "205 E Ave" "Limon" "CO" "80828" -103.6879112 39.2619973
"Columbine Library" "7706 West Bowles Avenue" "Littleton" "CO" "" -105.0823068 39.6086428
"Littleton-Bemis Public Library" "6014 S. Datura St." "Littleton" "CO" "80120" -105.0038795 39.6078883
"Neighborhood Library At Roxborough" "8357 N. Rampart Range Rd. Suite 200" "Littleton" "CO" "" -105.0754459 39.4835976
"Southglenn Public Library" "7500 South University Blvd., 101" "Littleton" "CO" "" -104.9590255 39.5801327
"Neighborhood Library At Lone Tree" "8827 Lone Tree Pkwy" "Lone Tree" "CO" "" -104.8865248 39.5472031
"Longmont Public Library" "409 4th Ave" "Longmont" "CO" "80501" -105.1005035 40.1652087
"Louisville Public Library" "951 Spruce Street" "Louisville" "CO" "80027" -105.1311127 39.978091
"Louviers Library" "7885 Louviers Blvd" "Louviers" "CO" "" -105.006704 39.476126
"Loveland Public Library" "300 North Adams Avenue" "Loveland" "CO" "80537" -105.0686421 40.3949336
"Lyons Depot Library" "430 Fifth Avenue" "Lyons" "CO" "80540" -105.2716459 40.2230772
"Mancos Public Library" "211 West First Street" "Mancos" "CO" "81328" -108.2886553 37.3438667
"Manitou Springs Public Library" "701 Manitou Ave" "Manitou Springs" "CO" "80829" -104.91464 38.856704
"Manzanola School-Public Library" "301 S Catalpa" "Manzanola" "CO" "81058" -103.8663249 38.1054817
"Maybell Branch Library" "202 Collom St." "Maybell" "CO" "" -108.0856324 40.5176168
"Meeker Regional Library District" "490 Main Street" "Meeker" "CO" "81641" -107.9121646 40.0375151
"Rio Grande Library District" "120 Jefferson Street" "Monte Vista" "CO" "81144" -106.1452279 37.5800578
"Montrose Regional Library District" "320 South 2nd Street" "Montrose" "CO" "81401" -107.8748875 38.4772549
"Monument Library" "1706 Lake Woodmoor Dr" "Monument" "CO" "" -104.8598363 39.0957938
"Naturita Library" "411 W. Second Ave" "Naturita" "CO" "" -108.572231 38.221083
"Nederland Community Library District" "20 Lakeview Drive" "Nederland" "CO" "80466" -105.5094579 39.9598444
"Garfield County Library - New Castle" "402 West Main Street" "New Castle" "CO" "81647" -107.534663 39.571718
"Northglenn Branch Library" "10530 North Huron Street" "Northglenn" "CO" "" -104.996088 39.887317
"Rangeview Library District" "11658 N. Huron" "Northglenn" "CO" "80234" -104.9951983 39.9082773
"San Miguel Library District 2-Norwood Pl" "1110 Lucerne Street" "Norwood" "CO" "81423" -108.2895503 38.1300413
"Nucla Public Library" "544 Main Street" "Nucla" "CO" "81424" -108.5462535 38.2683206
"South Routt Library District" "227 Dodge Avenue" "Oak Creek" "CO" "80467" -106.953708 40.274895
"Ordway Combined Community Library" "1007 Main Street" "Ordway" "CO" "81063" -103.7566114 38.2275335
"Ouray Library District" "320 6th Ave" "Ouray" "CO" "81427" -107.6706344 38.02304
"Ruby M. Sisson Memorial Public Library" "811 San Juan Street" "Pagosa Springs" "CO" "" -107.0173403 37.2663731
"Palisade Branch Library" "711 Iowa Street" "Palisade" "CO" "" -108.3555964 39.1075148
"Palmer Lake Branch Library" "66 Lower Glenway" "Palmer Lake" "CO" "" -104.9152449 39.1197573
"Garfield County Library - Parachute" "244 Grand Valley Way" "Parachute" "CO" "81635" -108.0430766 39.4530151
"Paradox Branch" "21501 Six Mile Road" "Paradox" "CO" "" -107.9884549 38.3752251
"Parker Library" "10851 So. Crossroads Dr." "Parker" "CO" "" -104.767264 39.5196782
"Penrose Library District" "35 7th Avenue" "Penrose" "CO" "81240" -105.0505557 38.4321442
"Penrose Library District" "555 Fourth Avenue" "Penrose" "CO" "" -105.0208628 38.4276462
"Platteville Public Library" "504 Marion Avenue" "Platteville" "CO" "" -104.8254901 40.2155809
"Barkman Branch Library" "1300 Jerry Murphy Road" "Pueblo" "CO" "" -104.5946971 38.2902588
"Lamb Branch Library" "2525 South Pueblo Boulevard" "Pueblo" "CO" "" -104.661386 38.22475
"Pueblo City-County Library District" "100 E Abriendo Ave" "Pueblo" "CO" "81004" -104.620059 38.2595273
"Robert Hoag Rawlings Public Library" "100 East Abriendo Avenue" "Pueblo" "CO" "" -104.620059 38.2595273
"White Branch" "298 S Joe Martinez Blvd" "Pueblo West" "CO" "" -104.7412671 38.3244312
"Rangely Regional Library District" "109 E Main Street" "Rangely" "CO" "81648" -108.8032375 40.0874509
"Red Feather Lakes Community Library" "71 Firehouse Lane" "Red Feather Lakes" "CO" "" -105.5897864 40.8020695
"Rico Public Library" "2 N. Commercial St." "Rico" "CO" "" -108.030539 37.6947568
"Ridgway Library District" "300 Charles" "Ridgway" "CO" "81432" -107.7549022 38.1534734
"Garfield County Public Libary District" "207 East Avenue" "Rifle" "CO" "81650" -107.7821108 39.5308873
"Rocky Ford Public Library" "400 South 10th Street" "Rocky Ford" "CO" "81067" -103.71936 38.05064
"Northern Saguache County Library District" "702 Pitkin Street" "Saguache" "CO" "81149" -106.1407336 38.0845598
"Salida Regional Library" "405 E Street" "Salida" "CO" "81201" -105.9930522 38.532766
"Costilla County Public Library" "418 Gasper Street" "San Luis" "CO" "81152" -105.4247721 37.197704
"Security Public Library" "715 Aspen Drive" "Security" "CO" "80911" -104.7314175 38.7526243
"Sheridan Library" "3201 West Oxford Avenue" "Sheridan" "CO" "" -105.0294875 39.6440953
"Garfield County Library - Silt" "680 Home Avenue" "Silt" "CO" "81652" -107.656136 39.5479116
"North Branch Library" "651 Center Circle" "Silverthorne" "CO" "" -106.0740283 39.637013
"Silverton Public Library" "1117 Reese" "Silverton" "CO" "81433" -107.665921 37.8114663
"Simla Branch Library" "504 Washingtion" "Simla" "CO" "" -104.087817 39.140005
"Baca County Public Library" "1260 Main Street" "Springfield" "CO" "81073" -102.6160897 37.401028
"Bud Werner Memorial Library" "1289 Lincoln Avenue" "Steamboat Springs" "CO" "" -106.8403497 40.4889525
"East Routt Library District" "1289 Lincoln Ave." "Steamboat Springs" "CO" "80487" -106.8403497 40.4889525
"Sterling Public Library" "420 North Fifth Street" "Sterling" "CO" "80751" -103.2079166 40.629285
"Stratton Public Library" "331 New York" "Stratton" "CO" "80836" -102.6035988 39.3026998
"Swink School-Public Library" "610 Columbia Ave" "Swink" "CO" "81077" -103.6286083 38.0114447
"San Miguel Library District 1-Telluride" "100 W. Pacific Ave." "Telluride" "CO" "81435" -107.811498 37.9361279
"Wilkinson Public Library" "100 W Pacific Ave" "Telluride" "CO" "" -107.811498 37.9361279
