"Library Name" "Address" "City" "State" "ZIP Code" "Latitude" "Longitude"
"Halstead Public Library" "264 Main" "Halstead" "KS" "67056" -97.505581 38.003323
"Hamilton City Library" "21 E. Main" "Hamilton" "KS" "66853" -96.1637476 37.9797066
"Hanover Public" "205 Jackson Street" "Hanover" "KS" "66945" -96.8739057 39.891489
"Hanston City Library" "105 N Logan" "Hanston" "KS" "67849" -99.7145413 38.1209068
"Hardtner Public Library" "102 E Central" "Hardtner" "KS" "67057" -98.6479463 37.013843
"Harper Public Library" "1002 Oak" "Harper" "KS" "67058" -98.0273185 37.2866773
"Hartford-Elmendaro Township" "224 Commercial St." "Hartford" "KS" "66854" -95.9574202 38.3085422
"Harveyville Mini Library" "128 W. Oak Street" "Harveyville" "KS" "" -95.960706 38.7915442
"Havana Study Club Library" "po box 33" "Havana" "KS" "" -95.9419271 37.091735
"Haven Public Library" "121 North Kansas Avenue" "Haven" "KS" "67543" -97.7826555 37.9003967
"Kiowa County Library" "112 N. Main" "Haviland" "KS" "67059" -99.1062343 37.6159145
"Hays Public Library" "1205 Main St." "Hays" "KS" "67601" -99.330076 38.873165
"Haysville Community Library" "130 West Grand Avenue" "Haysville" "KS" "67060" -97.353062 37.564897
"Healy Extension Of Lane County Library" "box 63" "Healy" "KS" "" -100.6163245 38.6006198
"Hepler City Library" "105 S. Prairie" "Hepler" "KS" "66746" -94.9696812 37.6599872
"Herington Public Library" "102 S. Broadway" "Herington" "KS" "67449" -96.943228 38.66971
"Hesston Public Library" "110 E. Smith" "Hesston" "KS" "67062" -97.4307032 38.1387368
"Hiawatha-Morrill Public Library" "431 Oregon" "Hiawatha" "KS" "66434" -95.5332945 39.8528708
"Highland Branch Library" "306 W. Main" "Highland" "KS" "" -95.2675442 39.8595765
"Graham County Public Library" "414 N West" "Hill City" "KS" "67642" -99.8405558 39.3679023
"Hillsboro Public Library" "120 E. Grand Ave." "Hillsboro" "KS" "67063" -97.203453 38.353482
"Hoisington Public Library" "169 South Walnut" "Hoisington" "KS" "67544" -98.776534 38.513237
"Beck-Bookman Library" "420 West 4th" "Holton" "KS" "66436" -95.740144 39.4636337
"Hope Community Library" "216 N. Main" "Hope" "KS" "67451" -97.078204 38.6909289
"Horton Public Library" "809 1st Ave. East" "Horton" "KS" "66439" -95.5258991 39.6602597
"Howard City Library" "124 S. Wabash" "Howard" "KS" "67349" -96.2635714 37.4684805
"Sheridan County Public Library" "801 Royal Avenue" "Hoxie" "KS" "67740" -100.4432883 39.3549159
"Stevens County Library" "500 Monroe" "Hugoton" "KS" "67951" -101.3459507 37.1782893
"Humboldt Public Library" "916 Bridge" "Humboldt" "KS" "66748" -95.4352695 37.8112253
"Hutchinson Public Library" "901 N. Main" "Hutchinson" "KS" "67501" -97.9325156 38.0632223
"Independence Public Library" "220 East Maple" "Independence" "KS" "67301" -95.7043621 37.2225048
"Inman Public Library" "100 N. Main" "Inman" "KS" "67546" -97.7756255 38.232087
"Iola Public Library" "218 East Madison" "Iola" "KS" "66749" -95.4016758 37.9215778
"Southeast Kansas Library System" "218 East Madison Avenue" "Iola" "KS" "66749" -95.4016758 37.9215778
"Jamestown City Library" "311 D Walnut" "Jamestown" "KS" "66948" -97.8623674 39.5997587
"Jennings City Library" "p.o.box84" "Jennings" "KS" "67643" -100.2934724 39.6794486
"Jetmore Public Library" "308 Main Street" "Jetmore" "KS" "67854" -99.8938097 38.0866731
"Jewell Public Library" "216 Delaware Street" "Jewell" "KS" "66949" -98.154496 39.6694576
"Stanton County Public Library" "103 E Sherman" "Johnson" "KS" "67855" -101.7507098 37.5713529
"Dorothy Bramlage Public Library" "230 West Seventh Street" "Junction City" "KS" "66441" -96.8328704 39.0296301
"Kanopolis Public Library" "221 N. Kansas" "Kanopolis" "KS" "67454" -98.1579003 38.7137364
"Argentine Branch Library" "2800 Metropolitan Ave" "Kansas City" "KS" "" -94.6610889 39.0732672
"Kansas City, Kansas Public Library" "625 Minnesota Avenue" "Kansas City" "KS" "66101" -94.6251274 39.1149907
"Mr. And Mrs. F.L. Schlagle Library" "4051 West Drive" "Kansas City" "KS" "" -94.790189 39.1611458
"West Wyandotte Branch Library" "1737 N. 82nd Street" "Kansas City" "KS" "" -94.7697991 39.1247195
"Kensington Community-School Library" "203 S Jackson" "Kensington" "KS" "66951" -99.0305076 39.7654969
"Kingman Carnegie Library" "455 North Main" "Kingman" "KS" "67068" -98.1132138 37.6459238
"Kinsley" "208 E. 8th St." "Kinsley" "KS" "67547" -99.4111065 37.920797
"Kiowa Public Library" "123 N 7th" "Kiowa" "KS" "67070" -98.4853221 37.0172384
"Kirwin City Library" "1st And Main" "Kirwin" "KS" "67644" -99.1224102 39.6671993
"Kismet Public Library" "503 Main Street" "Kismet" "KS" "67859" -100.7001415 37.2030113
"Barnard Library" "521 Elm" "La Crosse" "KS" "67548" -99.3107915 38.5279613
"Library District 2 , Linn County" "206 N. Commercial" "Lacygne" "KS" "66040" -94.762818 38.346173
"Library District 2 Of Linn County, La Cygne" "210 N. Commercial" "Lacygne" "KS" "" -94.7613475 38.3500206
"Kearny County Library" "101 E. Prairie" "Lakin" "KS" "67860" -101.2568297 37.9429883
"Lansing Community Library" "108 S. 2nd Street" "Lansing" "KS" "" -94.8962466 39.249262
"Jordaan Memorial Library" "724 Broadway" "Larned" "KS" "67550" -99.0983525 38.1809083
"Lawrence Public Library" "707 Vermont Street" "Lawrence" "KS" "66044" -95.2376545 38.9708416
"Northeast Kansas Library System" "4317 W. 6th St." "Lawrence" "KS" "66049" -95.2959171 38.9715165
"Leavenworth Public Library" "417 Spruce Street" "Leavenworth" "KS" "66048" -94.9128192 39.3105123
"Johnson County Library, Leawood" "4700 Town Center Drive" "Leawood" "KS" "" -94.6406764 38.9173722
"Lebanon Community" "404 Main" "Lebanon" "KS" "66952" -98.5551589 39.8091717
"Lebo Library" "327 Ogden" "Lebo" "KS" "" -95.8578535 38.4102617
"Johnson County Library, Lackman" "15345 West 87th Street Parkway" "Lenexa" "KS" "" -94.7644429 38.9698332
"Lenora Public Library" "110 N Main" "Lenora" "KS" "67645" -100.0022055 39.6105865
"Leon Public Library" "113 S. Main" "Leon" "KS" "67074" -96.7813009 37.6877297
"Leonardville City Library" "117 N. Erpelding Rd" "Leonardville" "KS" "66449" -96.859314 39.364989
"Wichita County Library" "208 South Fourth" "Leoti" "KS" "67861" -101.3583498 38.4802473
"Leroy Library" "725 Main" "Leroy" "KS" "" -95.6337125 38.0835515
"Meadowlark Library-Lewis" "208 Main St." "Lewis" "KS" "67552" -99.2543745 37.937492
"Liberal Memorial Library" "519 N. Kansas Avenue" "Liberal" "KS" "67901" -100.922203 37.043036
"Lincoln Carnegie Library" "203 S Third" "Lincoln" "KS" "67455" -98.1460503 39.0392165
"Lindsborg Community Library" "111 S. Main" "Lindsborg" "KS" "67456" -97.67541 38.572881
"Linwood Community Library District 1" "302 Main Street" "Linwood" "KS" "66052" -95.03874 39.001126
"Little River Community Library" "125 Main Street" "Little River" "KS" "67457" -98.0106236 38.4005934
"Logan Public Library" "109 W. Main" "Logan" "KS" "67646" -99.567683 39.6616668
"Long Island Community Library" "369 Washington" "Long Island" "KS" "67647" -99.5340494 39.9486666
"Longton Public Library" "512a Kansas Ave" "Longton" "KS" "67352" -96.0807314 37.3775849
"Library District 1, Miami County" "206 S. Broadway St." "Louisburg" "KS" "66053" -94.6813439 38.61951
"Louisburg Library" "206 S. Broadway" "Louisburg" "KS" "66053" -94.6813439 38.61951
"Lucas Public Library" "209 S. Main St." "Lucas" "KS" "67648" -98.5383109 39.0577048
"Luray City Library" "119 N. Main" "Luray" "KS" "67649" -98.6919361 39.1134631
"Lyndon Carnegie Library" "127 E 6th St" "Lyndon" "KS" "66451" -95.683423 38.609031
"Lyons Public Library" "217 East Ave South" "Lyons" "KS" "67554" -98.2032729 38.3464452
"Macksville City Library" "333 N. Main" "Macksville" "KS" "67557" -98.9678203 37.9593914
"Madison Public Library" "110 South 1st St." "Madison" "KS" "66860" -96.1332338 38.1371905
"Manhattan Public Library" "629 Poyntz Avenue" "Manhattan" "KS" "66502" -96.5661671 39.1789594
"Mankato City Library" "214 N High Ste 1" "Mankato" "KS" "66956" -98.2113358 39.7845989
"Marion City Library" "101 Library St" "Marion" "KS" "66861" -94.4198095 39.258772
"Marquette Community Library" "121 North Washington" "Marquette" "KS" "67464" -97.8342642 38.5541467
"Marysville Public Library" "1009 Broadway" "Marysville" "KS" "66508" -96.6455176 39.8417074
"Mccracken Public Library" "303 Main" "Mccracken" "KS" "67556" -99.5697662 38.5845535
"Mccune Osage Township Library" "509 6th St." "Mccune" "KS" "66753" -95.0186331 37.3532497
"Mclouth Public Library" "215 South Union" "Mclouth" "KS" "66054" -95.208686 39.1961609
"Mcpherson Public Library" "214 W. Marlin" "Mcpherson" "KS" "67460" -97.6687386 38.3707348
"Meade Public Library" "104 E. West Plains" "Meade" "KS" "67864" -100.3413825 37.2843801
"Meriden Community Library" "7272 K-4 Hwy, Ste D" "Meriden" "KS" "66512" -95.5706029 39.1773361
"Johnson County Library, Antioch Central" "8700 Shawnee Mission Pwky." "Merriam" "KS" "" -94.6868988 39.0155674
"Minneapolis Public" "519 Delia Ave." "Minneapolis" "KS" "67467" -97.7037061 39.1253726
"Minneola City Library" "112 Main" "Minneola" "KS" "67865" -100.0138337 37.442989
"Moline Public Library" "107 N. Main" "Moline" "KS" "67353" -96.3028333 37.3592794
"Montezuma Township Library" "309 N. Aztec" "Montezuma" "KS" "67867" -100.4428185 37.5984512
"Moran Public Library" "335 N. Cedar" "Moran" "KS" "66755" -95.17007 37.9167116
"Mary Sommerville Free Library, Mound City" "509 Main Street" "Mound City" "KS" "66056" -94.8133414 38.142574
"Mound Valley Library" "411 Hickory" "Mound Valley" "KS" "67354" -95.4050038 37.2050653
"Moundridge Public Library" "220 S. Christian" "Moundridge" "KS" "67107" -97.5190253 38.2014518
"Mt. Hope Public Library" "109 South Ohio" "Mt. Hope" "KS" "67108" -97.665671 37.868324
"Mulvane Public Library" "101 East Main" "Mulvane" "KS" "67110" -97.2441066 37.4747026
"Neodesha-W.A. Rankin Memorial" "502 Indiana" "Neodesha" "KS" "66757" -95.6798251 37.4185365
"Ness City Public Library" "113 South Iowa" "Ness City" "KS" "67560" -99.9038 38.4536238
"New Strawn Library" "365 North Main" "New Strawn" "KS" "" -95.7384577 38.2624578
"Newton Public Library" "720 N Oak" "Newton" "KS" "67114" -97.3424134 38.0507137
"Nickerson Public Library" "23 N. Nickerson" "Nickerson" "KS" "67561" -98.0819 38.1473
"Norcatur Public Library" "301 E. Ossipee" "Norcatur" "KS" "67653" -100.188545 39.8340296
"North Kansas City Public Library-High School Media Center" "2251 Howell Street" "North Kansas City" "KS" "" -94.5722517 39.144831
"Northwest Kansas Library System" "2 Washington Square" "Norton" "KS" "67654" -99.887809 39.8334271
"Norton Public Library" "1 Washington Square" "Norton" "KS" "67654" -99.89851 39.8276709
"Nortonville Public Library" "407 Main" "Nortonville" "KS" "66060" -95.3323319 39.416845
"Norwich Public" "209 South Parkway" "Norwich" "KS" "67118" -97.8465883 37.4581151
"Oakley Public Library" "700 West 3rd" "Oakley" "KS" "67748" -100.8605081 39.1277116
"Oberlin City Library" "104 E. Oak" "Oberlin" "KS" "67749" -100.5289662 39.8228389
"Indian Creek Branch Library" "1290 South Blackbob Road" "Olathe" "KS" "" -94.7609761 38.876542
"Olathe Public Library" "201 E Park Street" "Olathe" "KS" "66061" -94.8176701 38.8817531
"Olsburg Mini Library" "318 North 2nd Street" "Olsburg" "KS" "" -96.6147362 39.4312369
"Onaga Branch" "313 Leonard Street" "Onaga" "KS" "" -96.170201 39.490207
"Lieber Public Library, Osage City" "214 S. 6th St." "Osage City" "KS" "" -95.825332 38.632857
"Osage City Public Library" "515 Main St." "Osage City" "KS" "66523" -95.826756 38.633206
"Osawatomie Public Library" "527 Brown Avenue" "Osawatomie" "KS" "66064" -94.9491949 38.4980454
"Osborne Public Library" "325 W Main" "Osborne" "KS" "67473" -98.6984027 39.4381816
"Oskaloosa Public Library" "315 Jefferson St." "Oskaloosa" "KS" "66066" -95.313908 39.2151799
"Oswego Public" "704 Fourth Street" "Oswego" "KS" "67356" -95.1074619 37.167082
"Otis Community Library" "122 South Main" "Otis" "KS" "67565" -99.051391 38.5354364
"Ottawa Library" "105 S Hickory St" "Ottawa" "KS" "66067" -95.266856 38.6168845
"Overbrook Public Library" "317 Maple" "Overbrook" "KS" "66524" -95.5566546 38.7777863
"Johnson County Library" "9875 W. 87th Street" "Overland Park" "KS" "66212" -94.6996266 38.9698241
"Johnson County Library, Blue Valley" "15185 South Lowell" "Overland Park" "KS" "" -94.6780599 38.8528674
"Johnson County Library, Oak Park" "9500 Bluejacket" "Overland Park" "KS" "" -94.7126363 38.9561842
"Johnson County Library, Shawnee Mission" "8826 Santa Fe" "Overland Park" "KS" "" -94.689015 38.9725484
"Oxford Public Library" "115 South Sumner" "Oxford" "KS" "67119" -97.1690126 37.2731601
"Palco Public Library" "311 Main" "Palco" "KS" "67657" -99.5630107 39.2534411
"Paola Free Library" "101 East Peoria" "Paola" "KS" "66071" -94.876593 38.5724594
"Park City Public Library" "1530 E. 61st St. N." "Park City" "KS" "67219" -97.3189176 37.7964802
"Library District 1 Of Linn County, Parker" "105 N. Main" "Parker" "KS" "" -94.98748 38.328073
"Linn County Library District 1" "230 W. Main" "Parker" "KS" "66072" -94.991675 38.328676
"Parsons Public Library" "311 S 17th Street" "Parsons" "KS" "67357" -95.2608539 37.3383192
"Partridge Public Library" "23 S Main" "Partridge" "KS" "67566" -98.0926999 37.9677999
"Peabody Township Library" "214 N. Walnut" "Peabody" "KS" "66866" -97.1068018 38.1662857
"Phillipsburg City Library" "888 Fourth Street" "Phillipsburg" "KS" "67661" -99.3231261 39.7580096
"Pittsburg Public Library" "308 North Walnut" "Pittsburg" "KS" "66762" -94.7074078 37.4106661
"Plains Community Library" "500 Grand Ave." "Plains" "KS" "67869" -100.5899292 37.2613145
"Plainville Memorial" "200 Sw 1st" "Plainville" "KS" "67663" -99.2996785 39.2334046
"Lincoln Library, Pleasanton" "9th Palm" "Pleasanton" "KS" "" -94.7113471 38.1778053
"Linn County Library District 5" "904 Main Street" "Pleasanton" "KS" "66075" -94.709892 38.1758359
"Pomona Community Library" "219 Jefferson" "Pomona" "KS" "66076" -95.454454 38.6069599
"Potwin Public Library" "126 N. Randall" "Potwin" "KS" "67123" -97.019992 37.9386935
"Sunshine City Library" "207 Kansas" "Prairie View" "KS" "67664" -99.5714688 39.8323819
"Johnson County Library, Corinth" "8100 Mission Road" "Prairie Village" "KS" "" -94.6308083 38.9819841
